loanamount,totaldue,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,systemloanid,loannumber_trainprevloans,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,firstduedate_days,firstrepaiddate_days
10000.0,13000.0,30,Yes,Good,28,Savings,3.5868203,6.4969523,Stanbic IBTC,Permanent,301950698.0,1.0,10000.0,13000.0,30,18,30,18
10000.0,11125.0,15,Yes,Good,33,Savings,7.4442633,9.07106,GT Bank,Permanent,301949466.0,3.0,10000.0,11500.0,15,5,17,5
10000.0,11500.0,15,Yes,Good,37,Current,7.3393346,9.1693008,Diamond Bank,Permanent,301821477.0,2.0,10000.0,11500.0,15,9,15,9
10000.0,11500.0,15,Yes,Bad,25,Savings,3.9442413,7.4402696,UBA,Undisclosed,301951531.0,1.0,10000.0,11500.0,15,13,15,13
10000.0,13000.0,30,Yes,Bad,44,Savings,3.0596545,6.4862985,Skye Bank,Permanent,301943860.0,5.0,10000.0,11500.0,15,38,15,38
10000.0,11500.0,15,Yes,Bad,24,Savings,3.3675696,6.5256774,Skye Bank,Undisclosed,301830299.0,3.0,10000.0,13000.0,30,69,32,69
10000.0,13000.0,30,Yes,Bad,28,Savings,3.5166743,6.6575887,Access Bank,Permanent,301851071.0,1.0,10000.0,11500.0,15,26,17,26
10000.0,13000.0,30,Yes,Bad,32,Other,3.3467573,6.4802662,First Bank,Permanent,301955937.0,2.0,10000.0,13000.0,30,28,32,28
40000.0,48000.0,60,Yes,Good,34,Other,3.3340066,6.5404737,First Bank,Permanent,301958299.0,5.0,40000.0,48000.0,60,26,31,26
50000.0,52500.0,30,Yes,Good,38,Other,3.3761051,6.5741462,GT Bank,Permanent,301880053.0,16.0,50000.0,52500.0,30,26,30,26
10000.0,11500.0,15,Yes,Good,27,Savings,7.5861802,9.0146061,GT Bank,Undisclosed,301963622.0,1.0,10000.0,11500.0,15,15,15,15
30000.0,34500.0,30,Yes,Good,26,Savings,3.3426863,6.447937,Diamond Bank,Permanent,301890623.0,9.0,20000.0,22250.0,15,3,17,1
30000.0,33000.0,30,Yes,Bad,22,Savings,6.9856483,4.7952117,UBA,Student,301728709.0,1.0,10000.0,13000.0,30,39,32,39
10000.0,13000.0,30,Yes,Good,40,Savings,6.7346848,7.7758712,FCMB,Undisclosed,301961820.0,1.0,10000.0,11500.0,15,15,15,15
20000.0,24500.0,30,Yes,Good,33,Other,3.3563675,6.5433413,GT Bank,Permanent,301847508.0,1.0,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Good,28,Savings,7.5011585,8.9852322,Diamond Bank,Unemployed,301942087.0,1.0,10000.0,13000.0,30,26,30,26
10000.0,13000.0,30,Yes,Good,37,Savings,3.4707965,6.5436867,First Bank,Undisclosed,301940818.0,2.0,10000.0,13000.0,30,25,31,25
30000.0,34500.0,30,Yes,Good,31,Savings,3.3874869,6.4600275,Diamond Bank,Permanent,301902788.0,7.0,15000.0,17250.0,30,32,31,32
35000.0,42000.0,60,Yes,Good,25,Other,5.7980077,5.4925433,Access Bank,Self-Employed,301707694.0,2.0,10000.0,13000.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,35,Savings,5.5865086,6.437366,GT Bank,Undisclosed,301952516.0,1.0,10000.0,13000.0,30,30,30,30
10000.0,11500.0,30,Yes,Good,25,Savings,3.3556378,6.4897847,Fidelity Bank,Permanent,301849525.0,3.0,10000.0,11500.0,15,15,15,15
20000.0,24500.0,30,Yes,Good,51,Savings,3.3992175,6.5383937,GT Bank,Permanent,301923663.0,2.0,10000.0,13000.0,30,33,32,33
10000.0,13000.0,30,Yes,Good,47,Other,3.3012845,6.5107463,Access Bank,Permanent,301868071.0,1.0,10000.0,13000.0,30,61,31,61
10000.0,11500.0,15,Yes,Good,35,Savings,3.3082837,6.6516136,Zenith Bank,Permanent,301934497.0,1.0,10000.0,11500.0,15,12,15,12
50000.0,55000.0,60,Yes,Good,29,Other,3.2943641,6.4665413,GT Bank,Self-Employed,301781828.0,5.0,25000.0,29000.0,30,22,30,22
10000.0,13000.0,30,Yes,Good,29,Other,3.3618835,6.6111015,GT Bank,Permanent,301889867.0,1.0,10000.0,11500.0,15,4,15,4
10000.0,13000.0,30,Yes,Good,32,Savings,3.4940441,6.6232958,First Bank,Undisclosed,301944253.0,1.0,10000.0,13000.0,30,25,32,25
10000.0,13000.0,30,Yes,Good,34,Savings,4.0476385,7.3738512,FCMB,Permanent,301858153.0,1.0,10000.0,13000.0,30,28,32,28
40000.0,44000.0,30,Yes,Good,25,Savings,3.1994653,6.8093293,Wema Bank,Permanent,301955160.0,10.0,35000.0,38500.0,30,29,30,29
10000.0,11125.0,15,Yes,Good,32,Savings,3.3724288,6.6434962,GT Bank,Undisclosed,301912649.0,3.0,10000.0,11500.0,15,10,15,10
10000.0,11500.0,15,Yes,Good,29,Savings,6.2635651,7.067161,GT Bank,Permanent,301937069.0,3.0,10000.0,11500.0,15,25,15,25
10000.0,13000.0,30,Yes,Good,42,Other,3.4086944,6.4269995,Heritage Bank,Permanent,301774981.0,1.0,10000.0,13000.0,30,49,31,45
20000.0,24000.0,30,Yes,Good,30,Savings,3.3920645,6.5083683,GT Bank,Permanent,301951012.0,5.0,20000.0,24500.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,31,Other,3.3673915,6.5366089,First Bank,Permanent,301938049.0,6.0,10000.0,13000.0,30,27,30,27
40000.0,44000.0,30,Yes,Good,22,Other,3.4310048,6.4533193,Zenith Bank,Permanent,301766260.0,2.0,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Bad,28,Savings,8.3327217,4.9587243,Stanbic IBTC,Permanent,301933905.0,1.0,10000.0,13000.0,30,19,30,19
20000.0,24500.0,30,Yes,Good,41,Savings,3.3456255,6.4837697,Skye Bank,Permanent,301950913.0,3.0,10000.0,11500.0,15,12,16,12
10000.0,11500.0,15,Yes,Good,24,Other,7.660406,11.1518522,GT Bank,Student,301761954.0,2.0,10000.0,13000.0,30,47,30,47
10000.0,13000.0,30,Yes,Good,27,Savings,3.5206529,6.4374516,GT Bank,Permanent,301972676.0,1.0,10000.0,11500.0,15,16,15,16
10000.0,13000.0,30,Yes,Good,39,Savings,3.5079161,6.6050038,First Bank,Permanent,301972655.0,1.0,10000.0,11500.0,15,15,16,15
10000.0,11500.0,15,Yes,Good,30,Savings,4.5938034,7.7372133,Stanbic IBTC,Undisclosed,301962702.0,1.0,10000.0,11500.0,15,13,16,13
10000.0,11500.0,15,Yes,Bad,43,Other,6.3001805,4.8965618,EcoBank,Permanent,301828483.0,2.0,10000.0,11500.0,15,37,15,37
20000.0,24500.0,30,Yes,Good,38,Savings,6.2951979,4.9104818,GT Bank,Permanent,301954475.0,4.0,20000.0,24500.0,30,31,30,31
10000.0,13000.0,30,Yes,Good,39,Savings,3.3563675,6.6523173,First Bank,Permanent,301902750.0,1.0,10000.0,13000.0,30,26,31,26
10000.0,12250.0,30,Yes,Good,40,Other,7.4531156,9.0701342,GT Bank,Self-Employed,301738780.0,4.0,20000.0,24500.0,30,35,31,35
10000.0,13000.0,30,Yes,Good,31,Savings,3.3482039,6.5710913,Standard Chartered,Permanent,301943418.0,1.0,10000.0,13000.0,30,4,31,4
20000.0,22250.0,15,Yes,Good,33,Savings,3.420479,6.4427927,Access Bank,Permanent,301859212.0,1.0,10000.0,11500.0,15,17,17,17
10000.0,13000.0,30,Yes,Good,45,Savings,3.3418617,6.6731183,GT Bank,Undisclosed,301964046.0,1.0,10000.0,11500.0,15,8,15,8
10000.0,13000.0,30,Yes,Good,52,Savings,5.6311732,6.296475,GT Bank,Permanent,301936854.0,1.0,10000.0,13000.0,30,24,31,24
20000.0,24500.0,30,Yes,Good,34,Savings,6.9693497,4.8185346,GT Bank,Permanent,301924283.0,3.0,10000.0,11500.0,15,13,15,13
10000.0,13000.0,30,Yes,Good,49,Savings,3.2789417,6.705555,UBA,Undisclosed,301955395.0,1.0,10000.0,13000.0,30,14,33,14
10000.0,13000.0,30,Yes,Good,42,Savings,3.632376,6.8488261,Zenith Bank,Permanent,301922239.0,1.0,10000.0,13000.0,30,36,31,36
10000.0,13000.0,30,Yes,Good,37,Savings,7.0010898,4.8335454,Access Bank,Permanent,301952928.0,1.0,10000.0,11500.0,15,13,16,13
30000.0,34500.0,30,Yes,Good,28,Savings,3.5243563,6.4429322,GT Bank,Permanent,301821507.0,4.0,20000.0,23800.0,30,28,30,28
10000.0,11500.0,15,Yes,Bad,29,Other,7.030789,4.7603993,First Bank,Self-Employed,301771663.0,2.0,10000.0,11500.0,15,15,17,15
10000.0,13000.0,30,Yes,Good,41,Savings,3.8233314,7.3757656,First Bank,Permanent,301940976.0,1.0,10000.0,11500.0,15,18,17,18
10000.0,11125.0,15,Yes,Good,26,Savings,7.0684995,4.8277461,Stanbic IBTC,Permanent,301943475.0,4.0,10000.0,11125.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,43,Other,7.3977534,5.1088625,First Bank,Permanent,301749345.0,1.0,10000.0,13000.0,30,31,31,31
10000.0,13000.0,30,Yes,Good,26,Savings,3.3289756,6.4889365,UBA,Permanent,301872544.0,2.0,10000.0,11500.0,15,10,15,10
35000.0,42000.0,60,Yes,Good,33,Other,3.2369922,6.708068,GT Bank,Self-Employed,301716758.0,2.0,10000.0,11500.0,15,15,15,15
40000.0,48000.0,60,Yes,Good,33,Savings,7.493963,6.367569,UBA,Self-Employed,301808012.0,6.0,20000.0,23600.0,30,29,30,29
20000.0,24500.0,30,Yes,Good,38,Savings,3.3953148,6.5933683,Zenith Bank,Permanent,301924107.0,3.0,10000.0,13000.0,30,27,32,27
10000.0,11500.0,15,Yes,Good,25,Savings,6.9287965,4.8861779,UBA,Permanent,301938138.0,2.0,10000.0,13000.0,30,29,30,29
30000.0,38500.2,60,Yes,Good,25,Savings,3.3582571,6.6069587,UBA,Permanent,301851660.0,1.0,10000.0,13000.0,30,27,31,27
10000.0,11500.0,15,Yes,Good,33,Savings,3.6227316,6.8418463,GT Bank,Undisclosed,301938444.0,1.0,10000.0,13000.0,30,30,33,30
20000.0,24500.0,30,Yes,Good,34,Savings,5.1981271,7.2436159,Zenith Bank,Permanent,301905613.0,3.0,10000.0,11500.0,15,11,17,11
10000.0,13000.0,30,Yes,Bad,35,Savings,4.595657,8.4950323,First Bank,Permanent,301879052.0,1.0,10000.0,11500.0,15,20,15,20
10000.0,13000.0,30,Yes,Good,36,Savings,7.369689,8.9783439,GT Bank,Permanent,301922486.0,5.0,10000.0,13000.0,30,40,30,40
10000.0,13000.0,30,Yes,Good,28,Savings,7.4977276,9.0770356,EcoBank,Permanent,301953351.0,1.0,10000.0,11500.0,15,14,15,14
10000.0,13000.0,30,Yes,Bad,41,Savings,3.8920083,7.4083333,First Bank,Permanent,301954488.0,1.0,10000.0,13000.0,30,30,30,30
30000.0,34500.0,30,Yes,Bad,25,Savings,3.3440865,6.6290559,Sterling Bank,Undisclosed,301945113.0,4.0,20000.0,22250.0,15,10,15,10
20000.0,24500.0,30,Yes,Bad,28,Other,3.8907319,7.3273117,First Bank,Permanent,301925966.0,8.0,20000.0,24500.0,30,27,30,27
20000.0,22250.0,15,Yes,Bad,32,Savings,3.3645565,6.5965847,First Bank,Undisclosed,301868442.0,2.0,10000.0,11500.0,15,11,18,11
15000.0,18375.0,30,Yes,Good,29,Savings,3.3634315,6.5101981,Access Bank,Permanent,301931809.0,6.0,10000.0,12250.0,30,28,32,28
10000.0,11125.0,15,Yes,Good,35,Savings,3.8813881,7.3901718,First Bank,Permanent,301882296.0,3.0,10000.0,13000.0,30,28,33,28
10000.0,13000.0,30,Yes,Bad,30,Savings,4.5902568,7.8150785,Sterling Bank,Permanent,301918927.0,1.0,10000.0,13000.0,30,31,33,31
10000.0,13000.0,30,Yes,Bad,31,Savings,3.3610146,6.4382698,First Bank,Permanent,301941388.0,1.0,10000.0,11500.0,15,14,17,14
10000.0,11500.0,15,Yes,Good,43,Savings,7.3812019,9.1691373,Access Bank,Permanent,301956751.0,1.0,10000.0,11500.0,15,15,18,15
10000.0,13000.0,30,Yes,Good,22,Savings,7.3518286,5.1210196,Access Bank,Permanent,301946593.0,1.0,10000.0,11500.0,15,14,15,14
10000.0,11125.0,15,Yes,Good,39,Savings,3.359517,6.6679745,UBA,Permanent,301930150.0,2.0,10000.0,11500.0,15,4,15,4
30000.0,31500.0,30,Yes,Good,30,Savings,3.9761409,6.5963384,Zenith Bank,Permanent,301825644.0,9.0,25000.0,29000.0,30,28,31,28
10000.0,13000.0,30,Yes,Good,33,Savings,8.3509228,4.9486016,Access Bank,Permanent,301960769.0,1.0,10000.0,13000.0,30,10,30,10
10000.0,13000.0,30,Yes,Bad,28,Savings,3.508566,6.6833545,Zenith Bank,Undisclosed,301907288.0,1.0,10000.0,11500.0,15,19,15,19
40000.0,48000.0,60,Yes,Good,26,Other,7.1560014,4.7145415,GT Bank,Permanent,301832969.0,9.0,10000.0,13000.0,30,24,30,24
10000.0,13000.0,30,Yes,Good,35,Savings,7.4957707,9.0750762,Access Bank,Permanent,301929005.0,1.0,10000.0,11500.0,15,14,15,14
20000.0,22250.0,15,Yes,Good,35,Savings,3.3941773,6.7267188,Skye Bank,Permanent,301926188.0,3.0,10000.0,11500.0,15,11,16,11
15000.0,16500.0,30,Yes,Good,24,Other,3.265432,6.6061511,GT Bank,Permanent,301923757.0,9.0,10000.0,11000.0,30,22,32,22
20000.0,24500.0,30,Yes,Bad,28,Savings,3.2893317,6.4492814,Skye Bank,Permanent,301859426.0,1.0,10000.0,13000.0,30,31,31,31
20000.0,24500.0,30,Yes,Good,28,Savings,6.4398552,7.9108866,Access Bank,Permanent,301919472.0,3.0,10000.0,13000.0,30,23,30,23
30000.0,34500.0,30,Yes,Good,43,Current,4.520708,8.4788532,Stanbic IBTC,Permanent,301847290.0,5.0,20000.0,23800.0,30,30,30,30
20000.0,24500.0,30,Yes,Bad,47,Savings,3.8788125,7.38776,GT Bank,Permanent,301621993.0,2.0,10000.0,11500.0,15,23,15,15
10000.0,13000.0,30,Yes,Bad,33,Savings,3.345346,6.6350494,Fidelity Bank,Permanent,301894435.0,1.0,10000.0,13000.0,30,32,30,32
10000.0,13000.0,30,Yes,Bad,45,Savings,3.3551682,6.6997748,Zenith Bank,Permanent,301942723.0,1.0,10000.0,13000.0,30,27,31,27
30000.0,39000.0,60,Yes,Bad,37,Savings,6.8071343,6.1885296,GT Bank,Undisclosed,301794949.0,3.0,10000.0,13000.0,30,24,30,24
10000.0,13000.0,30,Yes,Bad,24,Savings,3.3840897,6.5944539,Skye Bank,Undisclosed,301859552.0,1.0,10000.0,13000.0,30,36,31,36
10000.0,13000.0,30,Yes,Bad,27,Savings,5.6538468,5.9140826,Stanbic IBTC,Permanent,301910042.0,1.0,10000.0,13000.0,30,44,30,44
25000.0,28750.0,30,Yes,Bad,28,Savings,6.1106374,4.9777265,UBA,Undisclosed,301828687.0,4.0,20000.0,23800.0,30,29,30,29
10000.0,13000.0,30,Yes,Bad,34,Savings,7.4666565,9.0826446,GT Bank,Undisclosed,301894224.0,1.0,10000.0,13000.0,30,30,30,30
30000.0,34500.0,30,Yes,Good,43,Savings,3.8016878,7.3815854,Stanbic IBTC,Permanent,301949577.0,6.0,30000.0,34500.0,30,31,31,31
30000.0,34500.0,30,Yes,Good,36,Other,3.1712198,6.4776321,Diamond Bank,Permanent,301633387.0,3.0,10000.0,13000.0,30,259,32,259
30000.0,34500.0,30,Yes,Good,36,Savings,7.1423569,4.8670745,Sterling Bank,Permanent,301779751.0,7.0,20000.0,21900.0,15,32,17,32
30000.0,36000.0,60,Yes,Good,23,Savings,3.0787527,6.6020877,EcoBank,Student,301607873.0,2.0,7000.0,9100.0,30,31,30,30
30000.0,34500.0,30,Yes,Good,30,Other,5.7606924,5.5462823,GT Bank,Self-Employed,301693850.0,1.0,10000.0,13000.0,30,8,30,8
40000.0,44000.0,30,Yes,Good,28,Other,3.3695966,6.5299358,GT Bank,Self-Employed,301785501.0,5.0,30000.0,36800.0,60,58,30,30
10000.0,13000.0,30,Yes,Good,33,Savings,7.26415,8.9675067,FCMB,Permanent,301949144.0,2.0,10000.0,13000.0,30,28,31,28
20000.0,24500.0,30,Yes,Good,30,Savings,3.439571,6.4345525,Stanbic IBTC,Permanent,301927257.0,4.0,20000.0,24000.0,30,17,30,17
30000.0,39000.0,60,Yes,Good,31,Savings,3.3119815,6.6346052,Stanbic IBTC,Permanent,301791619.0,1.0,10000.0,13000.0,30,22,30,22
30000.0,34500.0,30,Yes,Good,44,Savings,3.3959482,6.4581484,Access Bank,Permanent,301873944.0,4.0,20000.0,21900.0,15,15,15,15
40000.0,44000.0,30,Yes,Good,27,Savings,3.2745521,6.6501942,GT Bank,Student,301814915.0,3.0,10000.0,13000.0,30,26,30,26
30000.0,34500.0,30,Yes,Good,28,Savings,3.3713782,6.5336065,GT Bank,Unemployed,301957585.0,4.0,20000.0,24000.0,30,29,31,29
20000.0,24500.0,30,Yes,Good,33,Savings,3.2846299,6.6115252,GT Bank,Permanent,301956059.0,5.0,20000.0,24500.0,30,27,32,27
20000.0,24500.0,30,Yes,Good,40,Other,3.3356327,6.4464999,Sterling Bank,Permanent,301839813.0,2.0,10000.0,13000.0,30,32,32,32
10000.0,13000.0,30,Yes,Good,24,Savings,7.4257986,9.0168481,Stanbic IBTC,Permanent,301912262.0,3.0,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Bad,32,Savings,7.9020775,8.8469304,GT Bank,Unemployed,301860551.0,1.0,10000.0,13000.0,30,27,30,27
20000.0,22250.0,15,Yes,Bad,28,Savings,7.0607577,4.8214775,First Bank,Unemployed,301918120.0,1.0,10000.0,11500.0,15,15,18,15
40000.0,48000.0,60,Yes,Good,34,Other,8.4940222,12.033589,EcoBank,Permanent,301769415.0,4.0,20000.0,23600.0,30,34,30,34
40000.0,44000.0,30,Yes,Good,35,Other,3.4665732,6.4367583,Diamond Bank,Self-Employed,301762374.0,6.0,30000.0,34400.0,30,22,30,22
30000.0,34500.0,30,Yes,Good,39,Other,4.5295382,7.7570248,EcoBank,Permanent,301953051.0,3.0,20000.0,24500.0,30,30,31,30
30000.0,34500.0,30,Yes,Good,35,Other,7.5749554,9.0251491,GT Bank,Permanent,301854128.0,6.0,20000.0,23800.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,29,Savings,3.4573084,6.4362871,First Bank,Permanent,301952194.0,1.0,10000.0,13000.0,30,5,30,5
10000.0,11500.0,15,Yes,Bad,27,Savings,5.5920183,6.3235483,UBA,Permanent,301957253.0,1.0,10000.0,11500.0,15,16,17,16
20000.0,21500.0,15,Yes,Good,32,Savings,3.33968,6.6610544,GT Bank,Permanent,301933480.0,9.0,30000.0,34500.0,30,28,30,27
10000.0,13000.0,30,Yes,Bad,29,Savings,7.0053893,4.9033645,UBA,Undisclosed,301966831.0,1.0,10000.0,13000.0,30,20,32,20
20000.0,22250.0,15,Yes,Good,37,Savings,6.3018415,5.1134272,GT Bank,Permanent,301928729.0,1.0,10000.0,11500.0,15,14,15,14
40000.0,44000.0,30,Yes,Good,34,Other,3.2671872,6.535816,Stanbic IBTC,Self-Employed,301943182.0,9.0,30000.0,34500.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,24,Savings,7.4788795,9.0130303,Diamond Bank,Permanent,301913595.0,1.0,10000.0,13000.0,30,18,31,18
30000.0,34500.0,30,Yes,Good,43,Other,3.2758098,6.5708486,GT Bank,Self-Employed,301694644.0,1.0,10000.0,13000.0,30,40,32,40
10000.0,13000.0,30,Yes,Bad,30,Savings,3.3676478,6.6021739,GT Bank,Undisclosed,301855725.0,3.0,10000.0,13000.0,30,37,30,37
30000.0,34500.0,30,Yes,Good,37,Savings,-84.6372525,39.3560377,GT Bank,Permanent,301923233.0,7.0,20000.0,24500.0,30,30,30,30
10000.0,11125.0,15,Yes,Good,31,Savings,3.1688924,6.4981531,Fidelity Bank,Unemployed,301716982.0,2.0,10000.0,13000.0,30,45,34,45
40000.0,48000.0,60,Yes,Good,37,Other,3.3207925,6.5182743,Access Bank,Self-Employed,301954732.0,14.0,40000.0,48000.0,60,23,30,23
10000.0,13000.0,30,Yes,Good,41,Savings,3.3005564,6.6736695,Diamond Bank,Permanent,301937424.0,1.0,10000.0,13000.0,30,33,34,33
10000.0,11500.0,15,Yes,Good,23,Other,3.3431419,6.6467363,Zenith Bank,Permanent,301931625.0,5.0,10000.0,13000.0,30,35,32,35
10000.0,13000.0,30,Yes,Good,44,Savings,3.3680215,7.1423872,GT Bank,Permanent,301944070.0,1.0,10000.0,13000.0,30,30,31,30
20000.0,22250.0,15,Yes,Good,25,Savings,3.365151,6.5171772,UBA,Permanent,301949567.0,2.0,10000.0,11500.0,15,6,17,6
40000.0,48000.0,60,Yes,Good,31,Savings,3.3552161,6.6269078,GT Bank,Permanent,301787944.0,2.0,10000.0,13000.0,30,28,32,28
20000.0,24500.0,30,Yes,Good,45,Current,3.9697859,7.3985069,GT Bank,Permanent,301818958.0,3.0,10000.0,13000.0,30,29,32,29
10000.0,11500.0,15,Yes,Good,22,Savings,3.437688,7.1980161,Stanbic IBTC,Unemployed,301944586.0,1.0,10000.0,11500.0,15,13,15,13
10000.0,13000.0,30,Yes,Good,24,Other,3.5785802,6.4872452,GT Bank,Permanent,301636022.0,1.0,10000.0,13000.0,30,29,30,29
20000.0,24500.0,30,Yes,Good,37,Savings,3.9048607,7.3208916,First Bank,Permanent,301918052.0,5.0,20000.0,24500.0,30,34,34,34
15000.0,18375.0,30,Yes,Good,35,Savings,4.7374811,7.6303687,First Bank,Permanent,301819917.0,1.0,10000.0,11500.0,15,13,17,13
10000.0,11500.0,15,Yes,Bad,40,Savings,7.5475734,9.0301435,Access Bank,Undisclosed,301921680.0,1.0,10000.0,11500.0,15,14,15,14
10000.0,10750.0,15,Yes,Good,32,Savings,3.2957298,6.530299,First Bank,Permanent,301848096.0,5.0,20000.0,23800.0,30,31,30,31
40000.0,44000.0,30,Yes,Bad,25,Other,3.3646622,6.6430011,GT Bank,Student,301749477.0,2.0,10000.0,11500.0,15,14,15,14
10000.0,11500.0,15,Yes,Bad,38,Savings,3.3683365,6.6418975,GT Bank,Undisclosed,301964294.0,1.0,10000.0,11500.0,15,16,15,16
10000.0,13000.0,30,Yes,Good,43,Savings,7.4348296,8.9940293,GT Bank,Undisclosed,301947404.0,1.0,10000.0,13000.0,30,25,32,25
10000.0,13000.0,30,Yes,Good,28,Savings,4.588723,8.459668,Access Bank,Permanent,301986791.0,1.0,10000.0,11500.0,15,4,15,4
20000.0,24500.0,30,Yes,Good,38,Savings,3.421488,8.2761407,First Bank,Permanent,301956780.0,4.0,20000.0,24500.0,30,20,32,20
10000.0,11500.0,15,Yes,Good,24,Savings,3.3781347,6.5062632,UBA,Permanent,301964323.0,1.0,10000.0,11500.0,15,2,15,2
10000.0,11500.0,15,Yes,Good,28,Savings,3.2702838,6.4516328,GT Bank,Permanent,301834083.0,2.0,10000.0,11500.0,15,27,16,27
20000.0,21500.0,15,Yes,Good,43,Other,3.8714162,7.3578041,Diamond Bank,Self-Employed,301882278.0,6.0,20000.0,21900.0,15,15,15,15
50000.0,57500.0,90,Yes,Good,30,Savings,4.5065208,8.4823571,UBA,Permanent,301847433.0,11.0,40000.0,47600.0,60,60,30,32
10000.0,13000.0,30,Yes,Bad,29,Savings,3.2919194,6.6412192,First Bank,Permanent,301945302.0,1.0,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,42,Savings,5.78611,5.5671178,Access Bank,Undisclosed,301952112.0,1.0,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,27,Savings,3.541265,6.5484055,Access Bank,Permanent,301950512.0,2.0,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,30,Savings,3.0856617,6.5074986,Access Bank,Permanent,301926730.0,2.0,10000.0,13000.0,30,27,30,27
10000.0,13000.0,30,Yes,Good,41,Savings,3.4864085,6.6410233,First Bank,Permanent,301946734.0,1.0,10000.0,11500.0,15,19,15,19
20000.0,24500.0,30,Yes,Good,31,Savings,3.4366724,6.8292244,GT Bank,Self-Employed,301916843.0,3.0,20000.0,24500.0,30,24,30,24
50000.0,57500.0,90,Yes,Good,23,Savings,3.2292977,6.4726109,FCMB,Permanent,301733374.0,5.0,25000.0,28750.0,30,32,31,32
10000.0,13000.0,30,Yes,Bad,36,Savings,7.7982203,4.9970394,First Bank,Undisclosed,301866941.0,3.0,10000.0,13000.0,30,58,32,58
10000.0,11500.0,15,Yes,Bad,36,Savings,3.2756834,6.6850274,GT Bank,Permanent,301954479.0,5.0,10000.0,11500.0,15,15,15,15
20000.0,24500.0,30,Yes,Good,42,Savings,3.8641261,7.2717388,Access Bank,Permanent,301846658.0,1.0,10000.0,13000.0,30,25,30,25
10000.0,13000.0,30,Yes,Good,42,Savings,4.5788953,8.4652233,Diamond Bank,Permanent,301940921.0,1.0,10000.0,13000.0,30,32,31,32
10000.0,11500.0,15,Yes,Good,31,Savings,5.2524568,12.9914405,UBA,Permanent,301980231.0,1.0,10000.0,11500.0,15,2,15,2
15000.0,17250.0,30,Yes,Good,33,Other,6.3270935,4.9401962,Access Bank,Permanent,301633390.0,1.0,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Bad,33,Savings,7.0255746,5.7543325,Diamond Bank,Permanent,301901050.0,3.0,10000.0,13000.0,30,55,32,55
10000.0,11500.0,15,Yes,Good,33,Savings,3.3495615,6.5996718,Diamond Bank,Permanent,301947513.0,1.0,10000.0,13000.0,30,28,32,28
30000.0,34500.0,30,Yes,Good,35,Savings,3.6630767,6.8263933,Fidelity Bank,Permanent,301897013.0,3.0,10000.0,11500.0,15,3,15,3
30000.0,34500.0,30,Yes,Good,40,Savings,3.4220739,6.7474502,Stanbic IBTC,Permanent,301949340.0,7.0,30000.0,34500.0,30,34,31,34
10000.0,11500.0,15,Yes,Good,27,Savings,3.3477961,6.598207,UBA,Permanent,301973014.0,1.0,10000.0,11500.0,15,8,15,8
10000.0,13000.0,30,Yes,Good,24,Savings,3.2080552,6.6506253,EcoBank,Permanent,301911356.0,1.0,10000.0,13000.0,30,27,30,27
10000.0,11500.0,15,Yes,Good,29,Savings,7.502829,6.4842367,UBA,Permanent,301915424.0,2.0,10000.0,11500.0,15,23,15,23
10000.0,13000.0,30,Yes,Good,34,Savings,7.4164294,8.9899646,GT Bank,Permanent,301947474.0,1.0,10000.0,11500.0,15,7,15,7
10000.0,13000.0,30,Yes,Good,43,Other,7.0566241,4.770142,GT Bank,Permanent,301894212.0,1.0,10000.0,13000.0,30,27,30,27
20000.0,22250.0,15,Yes,Good,32,Savings,9.2874809,7.1672983,GT Bank,Permanent,301932271.0,2.0,10000.0,11500.0,15,11,17,11
30000.0,39000.0,60,Yes,Bad,26,Savings,3.3971934,6.5340634,UBA,Permanent,301772678.0,2.0,10000.0,11500.0,15,14,15,14
10000.0,11500.0,15,Yes,Good,38,Savings,3.3665942,6.5529615,Skye Bank,Permanent,301958777.0,1.0,10000.0,11500.0,15,9,16,9
50000.0,55000.0,60,Yes,Good,35,Other,5.6076275,7.1916955,Heritage Bank,Self-Employed,301921003.0,10.0,50000.0,55000.0,60,37,30,30
40000.0,44000.0,30,Yes,Good,32,Other,7.3559533,8.9890323,GT Bank,Permanent,301807773.0,5.0,20000.0,23800.0,30,29,30,29
20000.0,24500.0,30,Yes,Good,31,Savings,7.1805466,4.3845856,First Bank,Permanent,301880983.0,2.0,10000.0,11500.0,15,1,15,1
