loanamount,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,bank_name_clients,employment_status_clients,loannumber_trainprevloans,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,record_time,behind
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,24,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,UBA,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Young_adults,Other,First Bank,Permanent,5.0,30000.0,34500.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,7,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,20,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,6.0,20000.0,22250.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,21,Yes,0
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,11500.0,15,4,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,32,No,2
Large,60,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,3.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Unemployed,1.0,10000.0,11500.0,15,6,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Sterling Bank,Undisclosed,3.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Good,Adults,Savings,Zenith Bank,Permanent,2.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,8,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Bad,Young_adults,Other,Sterling Bank,Permanent,1.0,10000.0,13000.0,30,50,No,20
Small,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,31,No,1
Large,60,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,4.0,20000.0,23800.0,30,23,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,33,No,3
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,33,No,18
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Large,60,Yes,Bad,Young_adults,Savings,EcoBank,Permanent,6.0,20000.0,21900.0,15,2,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,35,No,5
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,4,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,2.0,10000.0,13000.0,30,26,Yes,0
Large,30,Yes,Good,Young_adults,Other,Skye Bank,Self-Employed,5.0,25000.0,28750.0,30,28,Yes,0
Large,30,Yes,Good,Young_adults,Other,Stanbic IBTC,Permanent,5.0,30000.0,34400.0,30,24,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Student,1.0,10000.0,11500.0,15,11,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Student,2.0,10000.0,13000.0,30,0,Yes,0
Medium,30,Yes,Good,Young_adults,Current,GT Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,21,Yes,0
Large,60,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,11.0,10000.0,11500.0,30,2,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,14,Yes,0
Small,15,Yes,Bad,Adults,Current,Access Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,17,No,2
Medium,30,Yes,Bad,Young_adults,Savings,UBA,Permanent,6.0,30000.0,36800.0,60,41,Yes,0
Small,30,Yes,Bad,Young_adults,Current,First Bank,Permanent,1.0,10000.0,13000.0,30,49,No,19
Small,30,Yes,Bad,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,27,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,3.0,10000.0,11500.0,15,14,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,EcoBank,Permanent,2.0,10000.0,13000.0,30,26,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,15000.0,16687.5,15,10,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
,60,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,13.0,40000.0,44800.0,30,22,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,2,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Heritage Bank,Permanent,1.0,10000.0,13000.0,30,34,No,4
Small,30,Yes,Good,Adults,Savings,First Bank,Undisclosed,2.0,10000.0,11500.0,15,16,No,1
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Large,30,Yes,Good,Young_adults,Other,FCMB,Permanent,4.0,10000.0,13000.0,30,30,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,24,Yes,0
Large,30,Yes,Good,Young_adults,Other,Diamond Bank,Student,6.0,30000.0,36800.0,60,47,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,50,No,20
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,10,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,7,Yes,0
Small,30,Yes,Bad,Adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,34,No,4
Medium,15,Yes,Bad,Young_adults,Other,EcoBank,Permanent,6.0,20000.0,21900.0,15,12,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,FCMB,Undisclosed,1.0,10000.0,11500.0,15,14,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,6.0,20000.0,24500.0,30,28,Yes,0
Small,30,Yes,Bad,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,26,Yes,0
Medium,30,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,4.0,30000.0,34500.0,30,40,No,10
Large,30,Yes,Good,Young_adults,Other,GT Bank,Unemployed,3.0,10000.0,13000.0,30,23,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
,90,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,8.0,30000.0,36800.0,60,54,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Medium,30,Yes,Good,Adults,Savings,Fidelity Bank,Permanent,4.0,20000.0,24500.0,30,31,No,1
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,11500.0,15,1,Yes,0
Medium,15,Yes,Good,Young_adults,Current,First Bank,Permanent,3.0,10000.0,11500.0,15,14,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,9,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,16,No,1
Small,30,Yes,Bad,Young_adults,Savings,Fidelity Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Other,FCMB,Permanent,1.0,10000.0,13000.0,30,26,Yes,0
Medium,15,Yes,Bad,Adults,Savings,Zenith Bank,Permanent,4.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Undisclosed,1.0,10000.0,13000.0,30,23,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,6.0,30000.0,34400.0,30,23,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Diamond Bank,Undisclosed,4.0,20000.0,24500.0,30,30,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,34,No,4
Small,30,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,20,Yes,0
Large,60,Yes,Good,Adults,Savings,First Bank,Permanent,5.0,20000.0,24500.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,28,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,5.0,20000.0,24000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Skye Bank,Permanent,1.0,10000.0,13000.0,30,21,Yes,0
Large,30,Yes,Good,Young_adults,Savings,FCMB,Undisclosed,7.0,30000.0,34500.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,FCMB,Undisclosed,1.0,10000.0,13000.0,30,25,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Sterling Bank,Permanent,4.0,10000.0,13000.0,30,27,Yes,0
Medium,30,Yes,Good,Adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,31,No,1
Large,30,Yes,Bad,Young_adults,Other,GT Bank,Student,7.0,20000.0,22250.0,15,7,Yes,0
Large,30,Yes,Bad,Adults,Other,GT Bank,Permanent,13.0,40000.0,44000.0,30,28,Yes,0
Medium,15,Yes,Good,Young_adults,Other,Union Bank,Student,14.0,40000.0,43500.0,30,27,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Keystone Bank,Permanent,12.0,30000.0,34100.0,30,22,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,10.0,30000.0,36200.0,60,46,Yes,0
Small,15,Yes,Good,Adults,Other,GT Bank,Permanent,2.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,1.0,10000.0,11500.0,15,13,Yes,0
Large,60,Yes,Good,Adults,Other,First Bank,Self-Employed,4.0,20000.0,23800.0,30,10,Yes,0
Large,30,Yes,Good,Young_adults,Other,EcoBank,Unemployed,6.0,30000.0,36800.0,60,62,No,2
Medium,30,Yes,Good,Adults,Savings,Zenith Bank,Permanent,3.0,10000.0,13000.0,30,28,Yes,0
Large,30,Yes,Good,Young_adults,Other,Access Bank,Permanent,4.0,20000.0,23800.0,30,36,No,6
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
,30,Yes,Good,Adults,Other,Diamond Bank,Self-Employed,14.0,50000.0,52500.0,30,29,Yes,0
Large,30,Yes,Good,Young_adults,Other,EcoBank,Permanent,4.0,10000.0,13000.0,30,30,Yes,0
Medium,30,Yes,Good,Young_adults,Other,UBA,Self-Employed,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,27,Yes,0
Large,30,Yes,Good,Adults,Savings,First Bank,Undisclosed,8.0,30000.0,34400.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Other,First Bank,Self-Employed,1.0,10000.0,11500.0,15,16,No,1
Large,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,8.0,30000.0,34500.0,30,21,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Unemployed,1.0,10000.0,11500.0,15,13,Yes,0
Medium,30,Yes,Good,Adults,Savings,GT Bank,Permanent,3.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,31,No,1
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,3.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,16,No,1
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,20000.0,23800.0,30,26,Yes,0
Small,30,Yes,Good,Adults,Savings,UBA,Permanent,2.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Undisclosed,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,50,No,20
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,31,No,1
Large,30,Yes,Good,Adults,Savings,First Bank,Retired,3.0,10000.0,11500.0,15,11,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,26,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,4.0,15000.0,18350.0,30,29,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,5.0,20000.0,21900.0,15,13,Yes,0
Large,30,Yes,Good,Young_adults,Savings,UBA,Permanent,2.0,10000.0,11500.0,15,17,No,2
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Student,4.0,20000.0,21900.0,15,14,Yes,0
Small,30,Yes,Good,Adults,Savings,Diamond Bank,Undisclosed,1.0,10000.0,13000.0,30,19,Yes,0
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,4.0,20000.0,21900.0,15,15,Yes,0
,60,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,2.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,2.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,8,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,UBA,Permanent,5.0,10000.0,13000.0,30,37,No,7
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,4.0,20000.0,24500.0,30,3,Yes,0
Medium,30,Yes,Good,Adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,26,Yes,0
Large,60,Yes,Good,Adults,Savings,GT Bank,Permanent,8.0,20000.0,24500.0,30,24,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Access Bank,Self-Employed,3.0,20000.0,22250.0,15,18,No,3
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,2.0,10000.0,13000.0,30,37,No,7
Medium,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,3.0,10000.0,11500.0,15,14,Yes,0
Large,60,Yes,Good,Adults,Savings,Access Bank,Permanent,2.0,10000.0,13000.0,30,16,Yes,0
Large,60,Yes,Good,Young_adults,Other,First Bank,Permanent,4.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,32,No,2
Medium,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,10,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,Skye Bank,Permanent,2.0,10000.0,11500.0,15,23,No,8
Small,15,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,3.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,25,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Sterling Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,First Bank,Undisclosed,3.0,10000.0,13000.0,30,27,Yes,0
Medium,30,Yes,Good,Young_adults,Other,Access Bank,Permanent,5.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,5.0,20000.0,23000.0,30,24,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,1.0,10000.0,13000.0,30,31,No,1
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,8.0,20000.0,23000.0,30,31,No,1
Large,60,Yes,Good,Young_adults,Other,GT Bank,Permanent,10.0,30000.0,36800.0,60,57,Yes,0
Small,15,Yes,Good,Young_adults,Savings,EcoBank,Undisclosed,1.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,3,Yes,0
Large,60,Yes,Good,Young_adults,Savings,FCMB,Permanent,7.0,30000.0,34500.0,30,33,No,3
Medium,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,4,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,13,Yes,0
Large,30,Yes,Good,Young_adults,Other,UBA,Permanent,10.0,30000.0,34400.0,30,28,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,3.0,10000.0,13000.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Other,Diamond Bank,Student,4.0,15000.0,18375.0,30,18,Yes,0
Small,15,Yes,Good,Young_adults,Other,GT Bank,Permanent,5.0,10000.0,11125.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Self-Employed,3.0,10000.0,11500.0,15,30,No,15
Small,30,Yes,Good,Young_adults,Savings,Sterling Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,14,Yes,0
Large,60,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,12,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,EcoBank,Permanent,5.0,10000.0,11500.0,15,24,No,9
Large,60,Yes,Good,Young_adults,Other,First Bank,Self-Employed,4.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,24,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,3.0,10000.0,11500.0,15,1,Yes,0
Small,30,Yes,Good,Adults,Savings,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,27,No,12
Medium,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,3.0,10000.0,11500.0,15,10,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,5.0,20000.0,23800.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,11500.0,15,10,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,11500.0,15,9,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Large,60,Yes,Bad,Young_adults,Savings,UBA,Student,4.0,20000.0,23800.0,30,8,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Bad,Adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Diamond Bank,Permanent,3.0,10000.0,13000.0,30,41,No,11
Small,30,Yes,Bad,Young_adults,Savings,Wema Bank,Permanent,1.0,10000.0,13000.0,30,55,No,25
Large,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,3.0,10000.0,11500.0,15,6,Yes,0
Medium,30,Yes,Good,Young_adults,Other,Fidelity Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Good,Adults,Other,UBA,Self-Employed,2.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Young_adults,Other,Diamond Bank,Self-Employed,6.0,20000.0,23800.0,30,48,No,18
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Large,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,9.0,40000.0,44800.0,30,31,No,1
Large,30,Yes,Good,Young_adults,Other,GT Bank,Student,3.0,20000.0,23800.0,30,31,No,1
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Student,1.0,10000.0,13000.0,30,27,Yes,0
Medium,15,Yes,Bad,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,7,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Access Bank,Self-Employed,4.0,30000.0,34400.0,30,26,Yes,0
Medium,15,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,4.0,10000.0,12900.0,30,21,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,20,No,5
Large,60,Yes,Good,Adults,Other,GT Bank,Self-Employed,4.0,20000.0,22250.0,15,12,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,26,Yes,0
Large,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,7.0,20000.0,23800.0,30,26,Yes,0
Medium,30,Yes,Good,Adults,Savings,GT Bank,Undisclosed,2.0,10000.0,13000.0,30,16,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Diamond Bank,Undisclosed,2.0,10000.0,13000.0,30,29,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,3.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,4.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,16,No,1
Medium,30,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,27,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Other,First Bank,Self-Employed,1.0,10000.0,13000.0,30,26,Yes,0
Medium,30,Yes,Good,Adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,57,No,42
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,28,No,13
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,14,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,3.0,20000.0,24500.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,1.0,10000.0,13000.0,30,25,Yes,0
Medium,30,Yes,Good,Young_adults,Other,UBA,Permanent,7.0,15000.0,18200.0,30,23,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,1,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,7.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,2.0,10000.0,13000.0,30,31,No,1
Medium,30,Yes,Good,Adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,3.0,10000.0,13000.0,30,41,No,11
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Undisclosed,1.0,10000.0,13000.0,30,30,Yes,0
