loanamount,totaldue,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,bank_name_clients,employment_status_clients,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,firstduedate_days,firstrepaiddate_days
10000.0,13000.0,30,Yes,Good,35,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,32,32,32
30000.0,39000.0,60,Yes,Good,31,Other,Zenith Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,37,Savings,Access Bank,Unemployed,10000.0,11500.0,15,6,15,6
20000.0,24500.0,30,Yes,Good,33,Savings,Sterling Bank,Undisclosed,10000.0,11500.0,15,15,15,14
10000.0,11500.0,15,Yes,Good,50,Savings,Zenith Bank,Permanent,10000.0,11500.0,15,17,17,17
10000.0,13000.0,30,Yes,Good,37,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,8,30,8
10000.0,13000.0,30,Yes,Bad,33,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,28,30,28
10000.0,13000.0,30,Yes,Bad,27,Other,Sterling Bank,Permanent,10000.0,13000.0,30,50,30,50
10000.0,13000.0,30,Yes,Bad,32,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,31,32,31
30000.0,39000.0,60,Yes,Bad,36,Savings,GT Bank,Permanent,20000.0,23800.0,30,23,30,23
10000.0,13000.0,30,Yes,Bad,34,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,33,31,33
10000.0,11500.0,15,Yes,Bad,26,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,33,15,33
10000.0,13000.0,30,Yes,Good,24,Savings,Access Bank,Permanent,10000.0,11500.0,15,13,15,13
10000.0,13000.0,30,Yes,Good,36,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,32,29
10000.0,13000.0,30,Yes,Good,27,Savings,Access Bank,Permanent,10000.0,11500.0,15,17,17,17
30000.0,39000.0,60,Yes,Bad,24,Savings,EcoBank,Permanent,20000.0,21900.0,15,2,15,2
20000.0,24500.0,30,Yes,Good,33,Other,GT Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,39,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,28,31,28
10000.0,13000.0,30,Yes,Bad,31,Savings,Access Bank,Permanent,10000.0,13000.0,30,35,32,35
10000.0,11500.0,15,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,11500.0,15,4,17,4
10000.0,13000.0,30,Yes,Good,25,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,26,30,26
30000.0,34500.0,30,Yes,Good,26,Other,Skye Bank,Self-Employed,25000.0,28750.0,30,28,30,28
40000.0,44000.0,30,Yes,Good,30,Other,Stanbic IBTC,Permanent,30000.0,34400.0,30,24,30,24
10000.0,11500.0,15,Yes,Good,25,Savings,Access Bank,Student,10000.0,11500.0,15,11,15,11
20000.0,24500.0,30,Yes,Good,23,Other,GT Bank,Student,10000.0,13000.0,30,0,31,0
20000.0,24500.0,30,Yes,Good,36,Current,GT Bank,Permanent,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Good,28,Savings,Stanbic IBTC,Permanent,10000.0,13000.0,30,21,30,21
30000.0,39000.0,60,Yes,Good,28,Other,Diamond Bank,Permanent,10000.0,11500.0,30,2,31,2
10000.0,13000.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,13000.0,30,14,32,14
10000.0,11500.0,15,Yes,Bad,43,Current,Access Bank,Permanent,10000.0,13000.0,30,30,31,30
10000.0,13000.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,11500.0,15,17,16,17
20000.0,24500.0,30,Yes,Bad,25,Savings,UBA,Permanent,30000.0,36800.0,60,41,30,36
10000.0,13000.0,30,Yes,Bad,33,Current,First Bank,Permanent,10000.0,13000.0,30,49,30,49
10000.0,13000.0,30,Yes,Bad,40,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,30,28
10000.0,13000.0,30,Yes,Bad,33,Savings,Diamond Bank,Permanent,10000.0,11500.0,15,17,16,17
10000.0,13000.0,30,Yes,Good,36,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,27,31,27
20000.0,24500.0,30,Yes,Good,34,Savings,First Bank,Permanent,10000.0,11500.0,15,14,15,14
20000.0,24500.0,30,Yes,Bad,37,Savings,EcoBank,Permanent,10000.0,13000.0,30,26,32,26
15000.0,16125.0,15,Yes,Good,26,Savings,GT Bank,Permanent,15000.0,16687.5,15,10,15,10
30000.0,34500.0,30,Yes,Good,36,Savings,Access Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,33,Savings,Access Bank,Permanent,10000.0,13000.0,30,30,35,30
50000.0,55000.0,60,Yes,Good,28,Other,GT Bank,Self-Employed,40000.0,44800.0,30,22,30,22
10000.0,11500.0,15,Yes,Good,25,Savings,GT Bank,Permanent,10000.0,13000.0,30,2,32,2
10000.0,13000.0,30,Yes,Bad,27,Savings,Heritage Bank,Permanent,10000.0,13000.0,30,34,31,34
10000.0,13000.0,30,Yes,Good,47,Savings,First Bank,Undisclosed,10000.0,11500.0,15,16,15,16
10000.0,13000.0,30,Yes,Good,23,Savings,Access Bank,Undisclosed,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Bad,31,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,33,30,33
10000.0,13000.0,30,Yes,Bad,37,Savings,Access Bank,Permanent,10000.0,13000.0,30,25,30,25
30000.0,34500.0,30,Yes,Good,38,Other,FCMB,Permanent,10000.0,13000.0,30,30,30,30
15000.0,18375.0,30,Yes,Good,36,Savings,GT Bank,Permanent,10000.0,13000.0,30,24,30,24
40000.0,44000.0,30,Yes,Good,22,Other,Diamond Bank,Student,30000.0,36800.0,60,47,30,30
10000.0,13000.0,30,Yes,Good,25,Savings,GT Bank,Permanent,10000.0,13000.0,30,30,32,30
10000.0,11500.0,15,Yes,Good,32,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,31,Savings,Access Bank,Permanent,10000.0,13000.0,30,50,33,50
10000.0,13000.0,30,Yes,Good,29,Savings,EcoBank,Permanent,10000.0,13000.0,30,30,30,30
30000.0,34500.0,30,Yes,Good,22,Other,Diamond Bank,Permanent,10000.0,11500.0,15,10,15,9
10000.0,13000.0,30,Yes,Bad,32,Savings,Access Bank,Permanent,10000.0,13000.0,30,7,32,7
10000.0,13000.0,30,Yes,Bad,48,Savings,First Bank,Permanent,10000.0,13000.0,30,34,34,34
20000.0,22250.0,15,Yes,Bad,26,Other,EcoBank,Permanent,20000.0,21900.0,15,12,15,12
10000.0,11500.0,15,Yes,Bad,24,Savings,FCMB,Undisclosed,10000.0,11500.0,15,14,15,14
20000.0,24500.0,30,Yes,Good,38,Savings,GT Bank,Permanent,20000.0,24500.0,30,28,30,28
10000.0,13000.0,30,Yes,Bad,42,Savings,GT Bank,Permanent,10000.0,13000.0,30,26,30,26
20000.0,24500.0,30,Yes,Good,29,Other,Diamond Bank,Permanent,30000.0,34500.0,30,40,32,40
30000.0,34500.0,30,Yes,Good,31,Other,GT Bank,Unemployed,10000.0,13000.0,30,23,30,23
10000.0,13000.0,30,Yes,Good,23,Savings,First Bank,Permanent,10000.0,11500.0,15,11,15,11
50000.0,57500.0,90,Yes,Good,35,Other,Diamond Bank,Permanent,30000.0,36800.0,60,54,31,29
20000.0,24500.0,30,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,11500.0,15,13,18,13
20000.0,24500.0,30,Yes,Good,42,Savings,Fidelity Bank,Permanent,20000.0,24500.0,30,31,30,31
10000.0,13000.0,30,Yes,Good,33,Savings,First Bank,Permanent,10000.0,13000.0,30,30,32,30
10000.0,11500.0,15,Yes,Good,28,Savings,UBA,Permanent,10000.0,11500.0,15,1,16,1
20000.0,22250.0,15,Yes,Good,35,Current,First Bank,Permanent,10000.0,11500.0,15,14,15,14
10000.0,13000.0,30,Yes,Good,39,Savings,Access Bank,Permanent,10000.0,11500.0,15,9,15,9
10000.0,11500.0,15,Yes,Bad,37,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,16,15,16
10000.0,12250.0,30,Yes,Bad,27,Savings,Fidelity Bank,Permanent,10000.0,11500.0,15,12,17,12
10000.0,13000.0,30,Yes,Good,37,Other,FCMB,Permanent,10000.0,13000.0,30,26,33,26
20000.0,22250.0,15,Yes,Bad,45,Savings,Zenith Bank,Permanent,10000.0,11500.0,15,13,15,13
10000.0,13000.0,30,Yes,Good,39,Savings,Fidelity Bank,Undisclosed,10000.0,13000.0,30,23,30,23
40000.0,44000.0,30,Yes,Good,26,Other,GT Bank,Permanent,30000.0,34400.0,30,23,30,23
20000.0,24500.0,30,Yes,Good,32,Savings,Diamond Bank,Undisclosed,20000.0,24500.0,30,30,30,30
20000.0,24500.0,30,Yes,Good,37,Savings,EcoBank,Permanent,10000.0,13000.0,30,33,32,33
10000.0,13000.0,30,Yes,Good,34,Savings,GT Bank,Permanent,10000.0,13000.0,30,34,30,34
10000.0,13000.0,30,Yes,Bad,28,Savings,UBA,Permanent,10000.0,13000.0,30,20,32,20
30000.0,39000.0,60,Yes,Good,42,Savings,First Bank,Permanent,20000.0,24500.0,30,28,31,28
10000.0,13000.0,30,Yes,Good,25,Savings,GT Bank,Permanent,10000.0,13000.0,30,28,30,28
10000.0,11500.0,15,Yes,Good,32,Savings,GT Bank,Permanent,10000.0,11500.0,15,15,15,15
20000.0,24500.0,30,Yes,Good,32,Savings,First Bank,Undisclosed,20000.0,24000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,27,Savings,Skye Bank,Permanent,10000.0,13000.0,30,21,30,21
30000.0,34500.0,30,Yes,Good,36,Savings,FCMB,Undisclosed,30000.0,34500.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,37,Savings,FCMB,Undisclosed,10000.0,13000.0,30,25,30,25
15000.0,18375.0,30,Yes,Good,33,Savings,Sterling Bank,Permanent,10000.0,13000.0,30,27,30,27
20000.0,24500.0,30,Yes,Good,42,Savings,GT Bank,Permanent,10000.0,13000.0,30,31,30,31
30000.0,34500.0,30,Yes,Bad,23,Other,GT Bank,Student,20000.0,22250.0,15,7,15,7
40000.0,44000.0,30,Yes,Bad,42,Other,GT Bank,Permanent,40000.0,44000.0,30,28,30,28
20000.0,20500.0,15,Yes,Good,25,Other,Union Bank,Student,40000.0,43500.0,30,27,32,27
40000.0,44000.0,30,Yes,Good,34,Savings,Keystone Bank,Permanent,30000.0,34100.0,30,22,30,22
30000.0,33000.0,30,Yes,Good,29,Savings,Fidelity Bank,Permanent,30000.0,36200.0,60,46,30,20
10000.0,10750.0,15,Yes,Good,41,Other,GT Bank,Permanent,10000.0,11500.0,15,12,15,11
10000.0,13000.0,30,Yes,Good,37,Savings,Access Bank,Undisclosed,10000.0,11500.0,15,13,16,13
40000.0,48000.0,60,Yes,Good,53,Other,First Bank,Self-Employed,20000.0,23800.0,30,10,30,10
40000.0,44000.0,30,Yes,Good,25,Other,EcoBank,Unemployed,30000.0,36800.0,60,62,30,30
20000.0,24500.0,30,Yes,Good,47,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,28,30,28
30000.0,34500.0,30,Yes,Good,39,Other,Access Bank,Permanent,20000.0,23800.0,30,36,30,36
10000.0,13000.0,30,Yes,Good,28,Savings,First Bank,Permanent,10000.0,13000.0,30,29,33,29
50000.0,52500.0,30,Yes,Good,44,Other,Diamond Bank,Self-Employed,50000.0,52500.0,30,29,30,29
30000.0,34500.0,30,Yes,Good,34,Other,EcoBank,Permanent,10000.0,13000.0,30,30,32,30
20000.0,24500.0,30,Yes,Good,32,Other,UBA,Self-Employed,10000.0,13000.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,48,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,27,30,27
40000.0,44000.0,30,Yes,Good,41,Savings,First Bank,Undisclosed,30000.0,34400.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,28,Other,First Bank,Self-Employed,10000.0,11500.0,15,16,15,16
30000.0,34500.0,30,Yes,Good,36,Savings,Stanbic IBTC,Permanent,30000.0,34500.0,30,21,30,21
10000.0,13000.0,30,Yes,Good,40,Savings,GT Bank,Permanent,10000.0,11500.0,15,15,16,15
10000.0,13000.0,30,Yes,Good,28,Savings,Diamond Bank,Unemployed,10000.0,11500.0,15,13,16,13
20000.0,24500.0,30,Yes,Good,44,Savings,GT Bank,Permanent,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Good,37,Savings,Access Bank,Permanent,10000.0,13000.0,30,31,30,31
10000.0,13000.0,30,Yes,Good,32,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,29,30,29
30000.0,34500.0,30,Yes,Good,35,Savings,Access Bank,Permanent,10000.0,13000.0,30,26,31,26
10000.0,13000.0,30,Yes,Bad,32,Savings,GT Bank,Permanent,10000.0,11500.0,15,16,16,16
30000.0,34500.0,30,Yes,Good,34,Savings,GT Bank,Permanent,20000.0,23800.0,30,26,30,26
10000.0,13000.0,30,Yes,Good,44,Savings,UBA,Permanent,10000.0,13000.0,30,26,30,26
10000.0,13000.0,30,Yes,Good,24,Savings,Fidelity Bank,Undisclosed,10000.0,13000.0,30,30,32,30
10000.0,11500.0,15,Yes,Good,27,Savings,First Bank,Permanent,10000.0,13000.0,30,50,30,50
30000.0,34500.0,30,Yes,Good,34,Savings,GT Bank,Permanent,10000.0,13000.0,30,31,31,31
30000.0,34500.0,30,Yes,Good,50,Savings,First Bank,Retired,10000.0,11500.0,15,11,16,11
10000.0,13000.0,30,Yes,Good,36,Savings,First Bank,Permanent,10000.0,13000.0,30,23,30,23
20000.0,22250.0,15,Yes,Good,33,Savings,GT Bank,Permanent,10000.0,13000.0,30,26,30,26
40000.0,44000.0,30,Yes,Good,28,Other,GT Bank,Permanent,15000.0,18350.0,30,29,32,29
30000.0,34500.0,30,Yes,Good,39,Savings,GT Bank,Permanent,20000.0,21900.0,15,13,16,13
30000.0,34500.0,30,Yes,Good,36,Savings,UBA,Permanent,10000.0,11500.0,15,17,17,17
15000.0,17250.0,30,Yes,Good,27,Other,GT Bank,Student,20000.0,21900.0,15,14,15,14
10000.0,13000.0,30,Yes,Good,43,Savings,Diamond Bank,Undisclosed,10000.0,13000.0,30,19,31,19
30000.0,34500.0,30,Yes,Good,30,Savings,First Bank,Permanent,20000.0,21900.0,15,15,15,15
50000.0,55000.0,60,Yes,Good,24,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,27,31,27
10000.0,13000.0,30,Yes,Good,37,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,32,32,32
10000.0,13000.0,30,Yes,Good,32,Savings,Access Bank,Permanent,10000.0,11500.0,15,8,17,8
10000.0,11500.0,15,Yes,Bad,38,Savings,UBA,Permanent,10000.0,13000.0,30,37,30,37
30000.0,34500.0,30,Yes,Good,35,Savings,GT Bank,Undisclosed,20000.0,24500.0,30,3,31,3
20000.0,24500.0,30,Yes,Good,42,Savings,Access Bank,Permanent,10000.0,13000.0,30,26,30,26
30000.0,39000.0,60,Yes,Good,41,Savings,GT Bank,Permanent,20000.0,24500.0,30,24,30,24
10000.0,13000.0,30,Yes,Good,39,Savings,Access Bank,Permanent,10000.0,13000.0,30,29,30,29
20000.0,22000.0,30,Yes,Good,33,Savings,Access Bank,Self-Employed,20000.0,22250.0,15,18,15,15
20000.0,24500.0,30,Yes,Good,27,Other,GT Bank,Self-Employed,10000.0,13000.0,30,37,30,29
20000.0,24500.0,30,Yes,Good,26,Savings,EcoBank,Permanent,10000.0,11500.0,15,14,15,14
40000.0,48000.0,60,Yes,Good,42,Savings,Access Bank,Permanent,10000.0,13000.0,30,16,32,16
30000.0,39000.0,60,Yes,Good,32,Other,First Bank,Permanent,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Good,24,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,29,30,29
20000.0,24500.0,30,Yes,Good,25,Savings,GT Bank,Permanent,10000.0,13000.0,30,32,32,32
20000.0,24500.0,30,Yes,Good,32,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,10,30,10
10000.0,11500.0,15,Yes,Bad,25,Savings,Skye Bank,Permanent,10000.0,11500.0,15,23,15,23
10000.0,11500.0,15,Yes,Good,24,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,32,31,32
10000.0,13000.0,30,Yes,Good,28,Savings,GT Bank,Permanent,10000.0,13000.0,30,25,30,25
10000.0,11500.0,15,Yes,Bad,36,Savings,Diamond Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Bad,29,Savings,Sterling Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Bad,24,Savings,First Bank,Undisclosed,10000.0,13000.0,30,27,32,27
15000.0,16500.0,30,Yes,Good,37,Other,Access Bank,Permanent,10000.0,13000.0,30,30,30,30
40000.0,44000.0,30,Yes,Good,29,Other,GT Bank,Self-Employed,20000.0,23000.0,30,24,30,24
10000.0,13000.0,30,Yes,Good,29,Savings,GT Bank,Self-Employed,10000.0,13000.0,30,31,30,30
30000.0,34500.0,30,Yes,Good,22,Savings,GT Bank,Permanent,20000.0,23000.0,30,31,30,31
40000.0,48000.0,60,Yes,Good,31,Other,GT Bank,Permanent,30000.0,36800.0,60,57,32,28
10000.0,11500.0,15,Yes,Good,38,Savings,EcoBank,Undisclosed,10000.0,13000.0,30,27,31,27
10000.0,13000.0,30,Yes,Good,34,Savings,GT Bank,Permanent,10000.0,11500.0,15,3,15,3
40000.0,48000.0,60,Yes,Good,33,Savings,FCMB,Permanent,30000.0,34500.0,30,33,32,33
20000.0,24500.0,30,Yes,Good,31,Savings,Diamond Bank,Permanent,10000.0,11500.0,15,4,16,4
10000.0,13000.0,30,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,11500.0,15,13,15,13
40000.0,44000.0,30,Yes,Good,37,Other,UBA,Permanent,30000.0,34400.0,30,28,31,28
20000.0,24500.0,30,Yes,Good,31,Other,GT Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,11500.0,15,Yes,Good,34,Savings,UBA,Permanent,10000.0,11500.0,15,12,15,12
10000.0,12250.0,30,Yes,Good,23,Other,Diamond Bank,Student,15000.0,18375.0,30,18,30,18
10000.0,10750.0,15,Yes,Good,26,Other,GT Bank,Permanent,10000.0,11125.0,15,15,18,15
10000.0,13000.0,30,Yes,Good,28,Savings,First Bank,Self-Employed,10000.0,11500.0,15,30,15,30
10000.0,13000.0,30,Yes,Good,30,Savings,Sterling Bank,Permanent,10000.0,13000.0,30,22,30,22
10000.0,11500.0,15,Yes,Good,38,Savings,GT Bank,Permanent,10000.0,11500.0,15,14,15,14
30000.0,39000.0,60,Yes,Good,30,Savings,GT Bank,Permanent,10000.0,13000.0,30,12,30,12
10000.0,11500.0,15,Yes,Bad,25,Savings,EcoBank,Permanent,10000.0,11500.0,15,24,15,24
40000.0,48000.0,60,Yes,Good,29,Other,First Bank,Self-Employed,10000.0,13000.0,30,33,33,33
10000.0,13000.0,30,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,13000.0,30,24,30,24
20000.0,22250.0,15,Yes,Good,34,Savings,Access Bank,Permanent,10000.0,11500.0,15,1,15,1
10000.0,13000.0,30,Yes,Good,41,Savings,Diamond Bank,Permanent,10000.0,11500.0,15,27,17,27
20000.0,24500.0,30,Yes,Good,34,Savings,Zenith Bank,Permanent,10000.0,11500.0,15,10,17,10
20000.0,21000.0,15,Yes,Good,33,Savings,GT Bank,Permanent,20000.0,23800.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,31,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,22,32,22
20000.0,24500.0,30,Yes,Good,31,Savings,First Bank,Permanent,10000.0,11500.0,15,10,16,10
20000.0,24500.0,30,Yes,Good,27,Savings,GT Bank,Permanent,10000.0,11500.0,15,9,16,9
10000.0,13000.0,30,Yes,Good,28,Savings,UBA,Permanent,10000.0,13000.0,30,29,30,29
40000.0,48000.0,60,Yes,Bad,23,Savings,UBA,Student,20000.0,23800.0,30,8,30,8
20000.0,24500.0,30,Yes,Bad,28,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,26,31,26
10000.0,13000.0,30,Yes,Bad,47,Savings,Access Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Bad,23,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,41,32,36
10000.0,13000.0,30,Yes,Bad,26,Savings,Wema Bank,Permanent,10000.0,13000.0,30,55,32,55
30000.0,34500.0,30,Yes,Bad,28,Savings,Zenith Bank,Permanent,10000.0,11500.0,15,6,17,6
20000.0,24500.0,30,Yes,Good,31,Other,Fidelity Bank,Permanent,10000.0,11500.0,15,17,15,16
40000.0,43500.0,30,Yes,Good,30,Savings,GT Bank,Permanent,10000.0,13000.0,30,27,31,27
10000.0,13000.0,30,Yes,Good,43,Other,UBA,Self-Employed,10000.0,13000.0,30,30,30,30
30000.0,34500.0,30,Yes,Good,26,Other,Diamond Bank,Self-Employed,20000.0,23800.0,30,48,30,48
30000.0,34500.0,30,Yes,Good,32,Savings,First Bank,Permanent,10000.0,13000.0,30,33,30,32
40000.0,44000.0,30,Yes,Good,28,Other,GT Bank,Self-Employed,40000.0,44800.0,30,31,31,31
30000.0,34500.0,30,Yes,Good,31,Other,GT Bank,Student,20000.0,23800.0,30,31,31,31
10000.0,13000.0,30,Yes,Good,34,Savings,GT Bank,Permanent,10000.0,13000.0,30,33,31,33
20000.0,22250.0,15,Yes,Good,38,Savings,GT Bank,Permanent,10000.0,13000.0,30,28,32,28
10000.0,13000.0,30,Yes,Good,22,Savings,Fidelity Bank,Student,10000.0,13000.0,30,27,31,27
20000.0,22250.0,15,Yes,Bad,37,Savings,First Bank,Permanent,10000.0,11500.0,15,7,16,7
30000.0,33000.0,30,Yes,Good,26,Savings,Access Bank,Self-Employed,30000.0,34400.0,30,26,30,26
20000.0,22250.0,15,Yes,Bad,38,Savings,Zenith Bank,Permanent,10000.0,12900.0,30,21,30,21
10000.0,13000.0,30,Yes,Bad,35,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,20,16,20
30000.0,39000.0,60,Yes,Good,53,Other,GT Bank,Self-Employed,20000.0,22250.0,15,12,17,12
10000.0,13000.0,30,Yes,Good,46,Savings,GT Bank,Permanent,10000.0,13000.0,30,26,33,26
10000.0,13000.0,30,Yes,Good,32,Savings,First Bank,Permanent,10000.0,13000.0,30,26,30,26
30000.0,34500.0,30,Yes,Good,32,Savings,EcoBank,Permanent,20000.0,23800.0,30,26,30,26
20000.0,24500.0,30,Yes,Good,48,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,16,30,16
20000.0,24500.0,30,Yes,Good,37,Savings,Diamond Bank,Undisclosed,10000.0,13000.0,30,29,30,29
30000.0,34500.0,30,Yes,Good,38,Other,GT Bank,Permanent,10000.0,13000.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,30,Savings,Fidelity Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,36,Savings,GT Bank,Permanent,10000.0,11500.0,15,16,15,16
20000.0,24500.0,30,Yes,Bad,37,Savings,UBA,Permanent,10000.0,13000.0,30,27,30,27
20000.0,24500.0,30,Yes,Good,36,Savings,GT Bank,Permanent,10000.0,13000.0,30,25,30,25
10000.0,13000.0,30,Yes,Good,35,Other,First Bank,Self-Employed,10000.0,13000.0,30,26,32,26
20000.0,24500.0,30,Yes,Good,40,Other,GT Bank,Permanent,10000.0,11500.0,15,57,17,57
10000.0,11500.0,15,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,11500.0,15,28,15,28
10000.0,13000.0,30,Yes,Bad,29,Savings,GT Bank,Permanent,10000.0,13000.0,30,33,32,33
10000.0,11500.0,15,Yes,Good,33,Savings,GT Bank,Permanent,10000.0,11500.0,15,12,15,12
10000.0,11500.0,15,Yes,Bad,24,Savings,UBA,Permanent,10000.0,13000.0,30,32,31,32
10000.0,13000.0,30,Yes,Good,35,Savings,GT Bank,Permanent,10000.0,13000.0,30,30,30,30
10000.0,11500.0,15,Yes,Bad,31,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,15,15,15
20000.0,24500.0,30,Yes,Good,27,Savings,GT Bank,Permanent,10000.0,11500.0,15,14,15,14
20000.0,21500.0,30,Yes,Good,21,Savings,Diamond Bank,Permanent,20000.0,24500.0,30,27,30,27
10000.0,12250.0,30,Yes,Good,36,Savings,GT Bank,Self-Employed,10000.0,13000.0,30,25,31,25
20000.0,22000.0,30,Yes,Good,30,Other,UBA,Permanent,15000.0,18200.0,30,23,30,23
10000.0,13000.0,30,Yes,Good,32,Savings,Access Bank,Permanent,10000.0,13000.0,30,29,31,29
10000.0,13000.0,30,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,11500.0,15,1,15,1
20000.0,24500.0,30,Yes,Good,26,Other,GT Bank,Permanent,10000.0,13000.0,30,27,30,27
10000.0,13000.0,30,Yes,Bad,25,Savings,Access Bank,Permanent,10000.0,13000.0,30,28,31,28
10000.0,13000.0,30,Yes,Good,29,Savings,Access Bank,Undisclosed,10000.0,13000.0,30,31,30,31
20000.0,24500.0,30,Yes,Good,43,Savings,Access Bank,Permanent,10000.0,11500.0,15,13,15,13
20000.0,24500.0,30,Yes,Good,35,Other,GT Bank,Self-Employed,10000.0,13000.0,30,41,35,41
10000.0,13000.0,30,Yes,Good,32,Savings,EcoBank,Undisclosed,10000.0,13000.0,30,30,31,30
30000.0,39000.0,60,Yes,Good,35,Savings,GT Bank,Permanent,20000.0,22250.0,15,12,15,12
20000.0,21750.0,15,Yes,Bad,32,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,15,16,15
20000.0,24500.0,30,Yes,Good,35,Savings,GT Bank,Permanent,10000.0,11500.0,15,14,17,14
10000.0,13000.0,30,Yes,Good,26,Savings,Skye Bank,Permanent,10000.0,13000.0,30,31,30,31
10000.0,13000.0,30,Yes,Good,29,Savings,Union Bank,Permanent,10000.0,11500.0,15,16,15,16
30000.0,34500.0,30,Yes,Good,35,Savings,UBA,Permanent,10000.0,11500.0,15,12,17,12
20000.0,22250.0,15,Yes,Good,38,Other,First Bank,Self-Employed,10000.0,11500.0,15,14,15,14
10000.0,13000.0,30,Yes,Bad,35,Savings,Access Bank,Permanent,10000.0,13000.0,30,22,30,22
30000.0,36000.0,60,Yes,Good,30,Current,First Bank,Contract,10000.0,11400.0,15,11,15,11
30000.0,34500.0,30,Yes,Good,34,Other,Zenith Bank,Permanent,20000.0,24500.0,30,20,30,20
10000.0,13000.0,30,Yes,Bad,25,Savings,Stanbic IBTC,Undisclosed,10000.0,13000.0,30,28,31,28
10000.0,13000.0,30,Yes,Bad,33,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Bad,32,Savings,GT Bank,Permanent,10000.0,13000.0,30,41,31,41
20000.0,24500.0,30,Yes,Good,26,Other,GT Bank,Permanent,10000.0,11500.0,15,15,16,15
30000.0,39000.0,60,Yes,Good,35,Savings,Diamond Bank,Self-Employed,10000.0,13000.0,30,27,30,27
10000.0,11500.0,15,Yes,Good,28,Other,Sterling Bank,Permanent,10000.0,11500.0,15,4,15,4
40000.0,44000.0,30,Yes,Good,31,Savings,GT Bank,Permanent,20000.0,23800.0,30,21,32,21
20000.0,24000.0,30,Yes,Good,22,Savings,GT Bank,Undisclosed,20000.0,24000.0,30,25,30,25
30000.0,34500.0,30,Yes,Good,28,Savings,First Bank,Permanent,20000.0,23800.0,30,19,30,19
10000.0,13000.0,30,Yes,Good,41,Savings,First Bank,Permanent,10000.0,11500.0,15,2,16,2
